name,commune,address,postal_code,phone,email,category
Cercle Solidarité Locale Aiguèze,Aiguèze,10 rue des Écoles,30760,0650140408,contact@cerclesolidaritélocaleaiguèze.fr,Musique
Les Amis Animation du Village Cornillon,Cornillon,32 avenue Jean Jaurès,30630,0672317325,contact@lesamisanimationduvillagecornillon.fr,Jeunesse
Club du Patrimoine Saint,Saint-Nazaire,74 avenue Jean Jaurès,30200,0635967413,contact@clubdupatrimoinesaint.fr,Musique
Les Amis Randonnée Tresques,Tresques,50 avenue Jean Jaurès,30330,0662519870,contact@lesamisrandonnéetresques.fr,Animation
Association Animation du Village Goudargues,Goudargues,90 place de la Mairie,30630,0649917856,contact@associationanimationduvillagegoudargues.fr,Education
Groupe Nature et Environnement Connaux,Connaux,69 rue du Stade,30330,0666868476,contact@groupenatureetenvironnementconnaux.fr,Sport
Comité Nature et Environnement Verfeuil,Verfeuil,87 avenue de Provence,30630,0616421744,contact@comiténatureetenvironnementverfeuil.fr,Sport
Cercle Sportif Cornillon,Cornillon,71 avenue du Rhône,30630,0692986884,contact@cerclesportifcornillon.fr,Animation
Amicale Basket Montclus,Montclus,38 avenue Jean Jaurès,30630,0690529765,contact@amicalebasketmontclus.fr,Animation
Maison Bien Vivre Ensemble Goudargues,Goudargues,88 rue des Écoles,30630,0693930385,contact@maisonbienvivreensemblegoudargues.fr,Sport
Association Nature et Environnement Saint,Saint-Paulet-de-Caisson,32 chemin des Vignes,30130,0672366957,contact@associationnatureetenvironnementsaint.fr,Environnement
Maison Animation du Village Roquemaure,Roquemaure,58 avenue de Provence,30150,0646195936,contact@maisonanimationduvillageroquemaure.fr,Patrimoine
Comité Football Saint,Saint-André-de-Roquepertuis,87 rue de la République,30630,0649513249,contact@comitéfootballsaint.fr,Solidarité
Collectif Tennis Le Garn,Le Garn,55 rue des Oliviers,30760,0632425939,contact@collectiftennislegarn.fr,Jeunesse
Comité Sportif Saint,Saint-Laurent-des-Arbres,102 rue de la République,30126,0621650838,contact@comitésportifsaint.fr,Culture
Association du Patrimoine Saint,Saint-Paulet-de-Caisson,116 rue de la République,30130,0612462047,contact@associationdupatrimoinesaint.fr,Musique
Club Football Montclus,Montclus,2 rue du Centre,30630,0628211245,contact@clubfootballmontclus.fr,Culture
Union Danse et Spectacle Saint,Saint-Nazaire,54 place de la Mairie,30200,0628758409,contact@uniondanseetspectaclesaint.fr,Sport
Collectif Danse et Spectacle Montclus,Montclus,74 place de la Mairie,30630,0609983238,contact@collectifdanseetspectaclemontclus.fr,Culture
Comité Danse et Spectacle Verfeuil,Verfeuil,34 avenue de Provence,30630,0670624666,contact@comitédanseetspectacleverfeuil.fr,Education
Amicale Loisirs Créatifs Cavillargues,Cavillargues,85 rue de la République,30330,0613061445,contact@amicaleloisirscréatifscavillargues.fr,Education
Union du Patrimoine Vénéjan,Vénéjan,117 rue du Stade,30200,0698255459,contact@uniondupatrimoinevénéjan.fr,Loisirs
Maison Culturel Saint,Saint-Gervais,100 avenue Jean Jaurès,30200,0618921555,contact@maisonculturelsaint.fr,Solidarité
Union Musique et Arts Pont,Pont-Saint-Esprit,41 avenue Jean Jaurès,30130,0621935075,contact@unionmusiqueetartspont.fr,Patrimoine
Amicale Football Goudargues,Goudargues,102 chemin des Vignes,30630,0632609439,contact@amicalefootballgoudargues.fr,Solidarité
Groupe Basket Saint,Saint-Nazaire,60 place de la Mairie,30200,0647529356,contact@groupebasketsaint.fr,Solidarité
Amicale Basket Saint,Saint-Nazaire,12 avenue du Rhône,30200,0653839204,contact@amicalebasketsaint.fr,Culture
Maison Tennis Laudun,Laudun-l'Ardoise,45 avenue du Rhône,30290,0697421359,contact@maisontennislaudun.fr,Solidarité
Association Solidarité Locale Montclus,Montclus,85 rue des Oliviers,30630,0625028266,contact@associationsolidaritélocalemontclus.fr,Education
Groupe Sportif Vénéjan,Vénéjan,99 chemin des Vignes,30200,0681826086,contact@groupesportifvénéjan.fr,Culture
Maison Danse et Spectacle Codolet,Codolet,76 place de la Mairie,30200,0676762513,contact@maisondanseetspectaclecodolet.fr,Education
Collectif Animation du Village Saint,Saint-Julien-de-Peyrolas,120 rue des Écoles,30760,0638492113,contact@collectifanimationduvillagesaint.fr,Patrimoine
Amicale du Patrimoine Bagnols,Bagnols-sur-Cèze,55 chemin des Vignes,30200,0609180742,contact@amicaledupatrimoinebagnols.fr,Sport
Amicale Musique et Arts Verfeuil,Verfeuil,64 place de la Mairie,30630,0693793476,contact@amicalemusiqueetartsverfeuil.fr,Environnement
Association du Patrimoine Carsan,Carsan,76 avenue Jean Jaurès,30130,0638311605,contact@associationdupatrimoinecarsan.fr,Environnement
Groupe Danse et Spectacle Le Garn,Le Garn,89 rue du Stade,30760,0618875876,contact@groupedanseetspectaclelegarn.fr,Patrimoine
Cercle Culturel Cornillon,Cornillon,9 chemin des Vignes,30630,0624403628,contact@cercleculturelcornillon.fr,Patrimoine
Association du Patrimoine Saint,Saint-Nazaire,27 avenue du Rhône,30200,0626302594,contact@associationdupatrimoinesaint.fr,Loisirs
Collectif Sportif Saint,Saint-André-de-Roquepertuis,26 place de la Mairie,30630,0606883266,contact@collectifsportifsaint.fr,Education
Cercle Danse et Spectacle Connaux,Connaux,93 rue des Écoles,30330,0669459292,contact@cercledanseetspectacleconnaux.fr,Loisirs
Collectif des Jeunes Tresques,Tresques,67 rue du Stade,30330,0633144679,contact@collectifdesjeunestresques.fr,Education
Groupe Randonnée Laval,Laval-Saint-Roman,70 rue des Écoles,30760,0674017199,contact@grouperandonnéelaval.fr,Musique
Amicale Culturel Verfeuil,Verfeuil,69 avenue de Provence,30630,0601218503,contact@amicaleculturelverfeuil.fr,Loisirs
Amicale Nature et Environnement Saint,Saint-Paulet-de-Caisson,27 rue des Oliviers,30130,0681389712,contact@amicalenatureetenvironnementsaint.fr,Environnement
Collectif Basket Chusclan,Chusclan,112 avenue du Rhône,30200,0646291289,contact@collectifbasketchusclan.fr,Culture
Association Tennis Saint,Saint-Paulet-de-Caisson,64 rue du Stade,30130,0638914606,contact@associationtennissaint.fr,Culture
Association Culturel Lirac,Lirac,63 rue des Oliviers,30126,0614000087,contact@associationculturellirac.fr,Loisirs
Collectif Nature et Environnement Saint,Saint-André-de-Roquepertuis,97 place de la Mairie,30630,0659159472,contact@collectifnatureetenvironnementsaint.fr,Education
Maison Culturel Vénéjan,Vénéjan,28 avenue du Rhône,30200,0643480608,contact@maisonculturelvénéjan.fr,Culture
Union Culturel Pont,Pont-Saint-Esprit,15 rue des Oliviers,30130,0654346844,contact@unionculturelpont.fr,Animation
Groupe Culturel Pont,Pont-Saint-Esprit,95 chemin des Vignes,30130,0698348889,contact@groupeculturelpont.fr,Jeunesse
Comité Tennis Laval,Laval-Saint-Roman,50 avenue du Rhône,30760,0600001263,contact@comitétennislaval.fr,Education
Les Amis Solidarité Locale Montclus,Montclus,42 chemin des Vignes,30630,0621321465,contact@lesamissolidaritélocalemontclus.fr,Jeunesse
Club Loisirs Créatifs Verfeuil,Verfeuil,32 avenue du Rhône,30630,0660527090,contact@clubloisirscréatifsverfeuil.fr,Animation
Groupe Football Vénéjan,Vénéjan,104 chemin des Vignes,30200,0684886300,contact@groupefootballvénéjan.fr,Loisirs
Association Musique et Arts Connaux,Connaux,34 rue du Centre,30330,0661183526,contact@associationmusiqueetartsconnaux.fr,Sport
Union Bien Vivre Ensemble Montclus,Montclus,103 place de la Mairie,30630,0696207486,contact@unionbienvivreensemblemontclus.fr,Culture
Association Danse et Spectacle Saint,Saint-Gervais,63 rue des Écoles,30200,0693687210,contact@associationdanseetspectaclesaint.fr,Patrimoine
Association Sportif Laval,Laval-Saint-Roman,49 avenue Jean Jaurès,30760,0655173317,contact@associationsportiflaval.fr,Musique
Maison Animation du Village Lirac,Lirac,42 chemin des Vignes,30126,0650606335,contact@maisonanimationduvillagelirac.fr,Solidarité
Groupe Loisirs Créatifs Montclus,Montclus,29 rue des Écoles,30630,0650002887,contact@groupeloisirscréatifsmontclus.fr,Musique
Union Tennis Vénéjan,Vénéjan,99 avenue du Rhône,30200,0620631483,contact@uniontennisvénéjan.fr,Solidarité
Association Loisirs Créatifs Salazac,Salazac,47 rue de la République,30760,0674923323,contact@associationloisirscréatifssalazac.fr,Education
Les Amis Tennis Tavel,Tavel,89 avenue du Rhône,30126,0645540769,contact@lesamistennistavel.fr,Patrimoine
Groupe du Patrimoine Connaux,Connaux,79 avenue de Provence,30330,0627391190,contact@groupedupatrimoineconnaux.fr,Loisirs
Cercle Animation du Village Codolet,Codolet,62 rue du Stade,30200,0652533087,contact@cercleanimationduvillagecodolet.fr,Jeunesse
Comité Solidarité Locale Tresques,Tresques,28 rue du Centre,30330,0627049210,contact@comitésolidaritélocaletresques.fr,Culture
Collectif Musique et Arts Sabran,Sabran,104 rue du Centre,30200,0683203920,contact@collectifmusiqueetartssabran.fr,Musique
Collectif Nature et Environnement Carsan,Carsan,57 avenue Jean Jaurès,30130,0648776323,contact@collectifnatureetenvironnementcarsan.fr,Jeunesse
Maison Solidarité Locale Cavillargues,Cavillargues,71 avenue Jean Jaurès,30330,0632793770,contact@maisonsolidaritélocalecavillargues.fr,Jeunesse
Union du Patrimoine Goudargues,Goudargues,105 place de la Mairie,30630,0606143013,contact@uniondupatrimoinegoudargues.fr,Culture
Cercle Solidarité Locale Issirac,Issirac,14 rue des Oliviers,30760,0617985692,contact@cerclesolidaritélocaleissirac.fr,Musique
Cercle Sportif La Roque,La Roque-sur-Cèze,101 rue du Stade,30200,0602656077,contact@cerclesportiflaroque.fr,Loisirs
Groupe Solidarité Locale Chusclan,Chusclan,78 rue du Stade,30200,0654919946,contact@groupesolidaritélocalechusclan.fr,Environnement
Association Randonnée Saint,Saint-Gervais,23 place de la Mairie,30200,0695347543,contact@associationrandonnéesaint.fr,Education
Union Bien Vivre Ensemble Connaux,Connaux,79 place de la Mairie,30330,0626733989,contact@unionbienvivreensembleconnaux.fr,Education
Union des Jeunes Bagnols,Bagnols-sur-Cèze,72 place de la Mairie,30200,0688389321,contact@uniondesjeunesbagnols.fr,Environnement
Groupe Culturel Saint,Saint-Julien-de-Peyrolas,61 rue de la République,30760,0615652251,contact@groupeculturelsaint.fr,Jeunesse
Association Sportif Sabran,Sabran,3 avenue Jean Jaurès,30200,0657392835,contact@associationsportifsabran.fr,Sport
Les Amis Musique et Arts Cavillargues,Cavillargues,60 rue des Oliviers,30330,0606809391,contact@lesamismusiqueetartscavillargues.fr,Patrimoine
Les Amis Musique et Arts Lirac,Lirac,61 place de la Mairie,30126,0689516709,contact@lesamismusiqueetartslirac.fr,Animation
Les Amis Loisirs Créatifs Bagnols,Bagnols-sur-Cèze,96 rue du Centre,30200,0676419454,contact@lesamisloisirscréatifsbagnols.fr,Culture
Union Solidarité Locale Carsan,Carsan,73 rue des Écoles,30130,0671457663,contact@unionsolidaritélocalecarsan.fr,Jeunesse
Association Solidarité Locale Cornillon,Cornillon,78 rue de la République,30630,0613239950,contact@associationsolidaritélocalecornillon.fr,Patrimoine
Cercle Bien Vivre Ensemble Verfeuil,Verfeuil,115 rue de la République,30630,0624314186,contact@cerclebienvivreensembleverfeuil.fr,Environnement
Union Football Cavillargues,Cavillargues,98 place de la Mairie,30330,0691737884,contact@unionfootballcavillargues.fr,Culture
Cercle Randonnée Tresques,Tresques,106 avenue du Rhône,30330,0670273330,contact@cerclerandonnéetresques.fr,Animation
Association Basket Saint,Saint-Laurent-des-Arbres,67 avenue de Provence,30126,0627015936,contact@associationbasketsaint.fr,Environnement
Comité Bien Vivre Ensemble Saint,Saint-Julien-de-Peyrolas,3 rue du Stade,30760,0655047132,contact@comitébienvivreensemblesaint.fr,Culture
Les Amis Culturel Verfeuil,Verfeuil,87 rue des Écoles,30630,0687037805,contact@lesamisculturelverfeuil.fr,Loisirs
Cercle des Jeunes Saint,Saint-Nazaire,65 avenue du Rhône,30200,0647574942,contact@cercledesjeunessaint.fr,Jeunesse
Union Tennis Carsan,Carsan,9 rue de la République,30130,0659190527,contact@uniontenniscarsan.fr,Loisirs
Union des Jeunes Saint,Saint-Julien-de-Peyrolas,12 rue des Oliviers,30760,0673733965,contact@uniondesjeunessaint.fr,Sport
Maison Danse et Spectacle Connaux,Connaux,72 avenue du Rhône,30330,0698003016,contact@maisondanseetspectacleconnaux.fr,Education
Groupe Basket Issirac,Issirac,62 chemin des Vignes,30760,0662869194,contact@groupebasketissirac.fr,Environnement
Club Animation du Village Lirac,Lirac,103 avenue de Provence,30126,0630860403,contact@clubanimationduvillagelirac.fr,Sport
Association Tennis Orsan,Orsan,41 rue des Oliviers,30200,0690118092,contact@associationtennisorsan.fr,Environnement
Collectif Musique et Arts Vénéjan,Vénéjan,40 avenue Jean Jaurès,30200,0614068115,contact@collectifmusiqueetartsvénéjan.fr,Sport
Union Danse et Spectacle Laval,Laval-Saint-Roman,113 avenue Jean Jaurès,30760,0661772468,contact@uniondanseetspectaclelaval.fr,Musique
Groupe Musique et Arts Aiguèze,Aiguèze,31 rue du Centre,30760,0647591580,contact@groupemusiqueetartsaiguèze.fr,Solidarité
Groupe Solidarité Locale Goudargues,Goudargues,72 avenue de Provence,30630,0648214684,contact@groupesolidaritélocalegoudargues.fr,Patrimoine
Les Amis Football Laval,Laval-Saint-Roman,50 rue des Écoles,30760,0664302451,contact@lesamisfootballlaval.fr,Musique
Amicale Football Sabran,Sabran,36 rue du Stade,30200,0676941710,contact@amicalefootballsabran.fr,Musique
Amicale Basket Codolet,Codolet,52 chemin des Vignes,30200,0644076462,contact@amicalebasketcodolet.fr,Musique
Groupe Animation du Village Salazac,Salazac,109 rue du Stade,30760,0676487607,contact@groupeanimationduvillagesalazac.fr,Musique
Cercle Culturel Bagnols,Bagnols-sur-Cèze,17 rue de la République,30200,0614815763,contact@cercleculturelbagnols.fr,Education
Club Basket Saint,Saint-Paulet-de-Caisson,44 rue du Stade,30130,0673877376,contact@clubbasketsaint.fr,Sport
Comité Musique et Arts Sabran,Sabran,102 rue du Stade,30200,0652478329,contact@comitémusiqueetartssabran.fr,Patrimoine
Amicale Bien Vivre Ensemble Cornillon,Cornillon,43 chemin des Vignes,30630,0638673793,contact@amicalebienvivreensemblecornillon.fr,Solidarité
